"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"6 093 résultats trouvés pour recycling AND plastic AND '3D printing'";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"54";"Recycling device for 3D printing supplies";"CHEN XINYAN 
JIANG YA 
CHEN CHUANJUN";"ANHUI YONGZHEN INTELLIGENT TECH CO LTD";"CN117140963A";"2023-10-29";"B29B13/10 
B29C64/357 
B33Y40/00";"B29B13/10 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN)";"2023-12-01";"2023-12-01";"088906423";
"55";"Photocuring 3D printer with material recycling function";"HUANG YISHAN 
WU ZHEN 
YANG HUAJIE 
YANG HONGJIU 
WU JIEHUA 
XIE ANQIONG";"SHENZHEN JINSHI 3D PRINTING TECH CO LTD";"CN213733397U";"2020-10-29";"B29C64/135 
B29C64/357 
B33Y40/00";"";"2021-07-20";"2021-07-20";"076855655";
"56";"3D printing consumable recycling device";"YOU QI 
ZHENG BINGCHAO";"YOU QI";"CN110789126A";"2019-10-29";"B29C64/357 
B33Y40/00";"B29C64/357 (CN) 
B33Y40/00 (CN)";"2020-02-14";"2020-02-14";"069441827";
"57";"Metal 3D printing powder recycling device";"LUO ZHENTING 
DONG WEIWEI 
WANG GUANZHI";"LUO ZHENTING";"CN213379287U";"2020-10-15";"B22F1/00 
B22F10/73 
B22F12/00 
B33Y40/00";"";"2021-06-08";"2021-06-08";"076189024";
"58";"3D printer with printing material recycling function";"LANG YONGBING 
ZHANG YANGYANG 
XIAO HUAZHAN";"GUANGZHOU IND TRADE TECHNICIAN COLLEGE";"CN111483146A";"2019-12-25";"B29C64/357 
B33Y40/00";"B29C64/357 (CN) 
B33Y40/00 (CN)";"2020-08-04";"2020-08-04";"071788640";
"59";"Graphene 3D (Three Dimensional) printing material with high cantilever notch impact strength";"QIN YANGHUA 
HUANG LIJIE";"NANNING MENGHUAN 3D ENV PROT TECH CO LTD";"CN106633718A";"2016-11-17";"B33Y70/00 
C08K13/02 
C08K3/04 
C08K3/32 
C08K5/103 
C08K5/12 
C08K5/544 
C08L101/00 
C08L33/04 
C08L51/00 
C08L67/04 
C08L91/00";"B33Y70/00 (CN) 
C08L67/04 (CN) 
C08L2201/06 (CN) 
C08L2205/035 (CN) 
C08L67/04, C08L101/00, C08L33/04, C08L91/00, C08L51/00, C08K13/02, C08K3/04, C08K2003/324, C08K5/103, C08K5/12, C08K5/544, INV (CN)      ";"2017-05-10";"2017-05-10";"058808912";
"60";"Fusing deposition type 3D printing consuming material recycling device";"";"CHENGDU YUYUE TECH CO LTD";"CN108000880A";"2017-12-18";"B29C64/118 
B29C64/357 
B33Y40/00";"B33Y40/00 (CN)";"2018-05-08";"2018-05-08";"062059705";
"61";"Preparation method of tea bran plastic 3D printing wire";"RAO ZHIWEN 
XIONG LINFENG 
DING ZHUOYAN 
YING ZHONG 
HUANG YIBIN 
LI TING 
YU ZHONG 
RUAN YUFEI 
CHEN FAYUN 
YANG LIUSAI 
DENG YINGXIANG 
FANG ZHENG 
LIU ZHIQING";"UNIV SHANGRAO NORMAL";"CN118006102A";"2024-03-07";"B29C48/05 
B29C48/92 
B33Y70/10 
C08K5/053 
C08K5/092 
C08K5/103 
C08L67/02 
C08L67/04 
C08L91/00 
C08L99/00";"B29C48/05 (CN) 
B29C48/92 (CN) 
B33Y70/10 (CN) 
C08L67/04 (CN) 
B29C2948/9258 (CN) 
B29C2948/92619 (CN) 
C08K2201/018 (CN) 
C08L2201/06 (CN) 
C08L67/04, C08L67/02, C08L99/00, C08L91/00, C08K5/053, C08K5/092, C08K5/103, B33Y70/10, INV (CN)      ";"2024-05-10";"2024-05-10";"090944212";
"62";"3D printing excess material crushing and recycling device";"LYU YUANYUAN 
LAI GUILIN 
WEI LEI 
QIN YONGQIANG 
WEI GUOZHONG 
PAN YING";"GANSU PURUITE TECH CO LTD";"CN211892012U";"2020-01-09";"B08B15/02 
B29B17/04 
B29C64/357 
B33Y40/20";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2020-11-10";"2020-11-10";"073298306";
"63";"Method for preparing 3D printing material by use of recycled waste high-density polyethylene plastics";"HUANG LIJIE 
ZHOU LEI 
YANG YING 
LIU MING 
WANG XIAOTONG 
CAI YUANYUAN 
HUANG CHONGXING 
NONG GUANGZAI 
WANG SHUANGFEI";"UNIV GUANGXI";"CN104629152A 
CN104629152B";"2015-02-16";"B29B9/06 
B29C48/92 
C08K13/02 
C08K3/34 
C08L23/06 
C08L97/02 
D06M11/38 
D06M101/06";"B29B17/0026 (EP,US) 
B29B9/06 (CN) 
B29C48/92 (CN) 
B29C64/35 (EP,US) 
B33Y40/10 (EP,CN,US) 
B33Y70/00 (EP,CN,US) 
C08L23/06 (CN) 
D06M11/38 (CN) 
B29C2948/92704 (CN) 
B29K2023/065 (EP) 
C08L2207/062 (CN) 
D06M2101/06 (CN) 
Y02W30/62 (EP) 
C08L23/06, C08L97/02, C08L97/02%2, C08K13/02, C08K3/34, C08K5/5425, C08K5/1539, C08K5/12, INV (CN)      ";"2015-05-20 
2017-03-01";"2015-05-20";"053208419";
"64";"3D 3D PRINTING PLATFORM SERVER USING USED PLASTIC";"JO MI RIM [KR]";"JAEJAGSO [KR]";"KR102474257B1";"2022-07-11";"B29B17/00 
B29C64/386 
B33Y50/00 
B33Y70/00 
G06Q10/00 
G06Q30/02 
G06Q30/06 
G06Q50/04 
G06T17/00 
G06T19/00";"Y02W30/62 (EP)";"2022-12-05";"2022-12-05";"084392165";
"65";"Three-dimensional (3D) printer capable of recycling printing base material";"BAI YUXIANG 
SUN HUI 
MENG LINGYUAN 
CHENG JIA 
ZHAO XIANG 
YAN NAN";"UNIV NANJING INF SCI & TECH";"CN203449610U";"2013-09-09";"B29C67/00";"B29B17/0026 (EP,US) 
Y02W30/62 (EP)";"2014-02-26";"2014-02-26";"050129511";
"66";"Powder supply device for 3D printing";"PU FENG";"NINGBO SHANGCAI 3D TECH CO LTD";"CN119747698A";"2025-03-10";"B22F1/14 
B22F12/13 
B22F12/52 
B33Y40/00 
B33Y40/10";"Y02P10/25 (EP)";"2025-04-04";"2025-04-04";"095191367";
"67";"Portable 3D printing consumable recycling device";"WANG JINXIA 
JI QINGNAN 
DAI XIAODAN 
LIU LU 
CUI YIWEN";"SHAANXI FASHION ENGINEERING UNIV";"CN118752768A";"2024-06-25";"B29B17/02 
B29B17/04 
B29C64/357 
B33Y40/00";"B29B17/02 (CN) 
B29B17/0412 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
B29B2017/0203 (CN) 
B29B2017/0224 (CN) 
B29B2017/044 (CN) 
Y02W30/62 (EP)";"2024-10-11";"2024-10-11";"092946697";
"68";"3D food printer";"WANG YUNGAN 
CHEN TONG 
WANG XUAN 
HU WENGAO 
ZHAO YULIN 
YIN HAO";"KUNSHAN BOLIMAI 3D PRINTING TECH CO LTD 
SHANGHAI FOCHIF MECHATRONICS TECH CO LTD";"CN106954725A";"2016-04-14";"A23G1/04";"A23G1/04 (EP,CN)";"2017-07-18";"2017-07-18";"059481293";
"69";"3D printing wire manufacturing method and device based on waste plastic bottles";"LI YAN 
WANG ZHUODONG 
WANG GUANGZHAO 
LIU HENGXIANG";"UNIV CHINA PETROLEUM BEIJING";"CN115625867A";"2022-08-18";"B29C48/05 
B29C48/285 
B29C48/793 
B29C48/86 
B33Y70/00";"B29C48/05 (CN) 
B29C48/287 (CN) 
B29C48/793 (CN) 
B29C48/865 (CN) 
B33Y70/00 (CN) 
Y02W30/62 (EP)";"2023-01-20";"2023-01-20";"084903366";
"70";"3D printer with printing material recycling function";"WAN CHAOJIN 
YE CHANGYAN";"LIUPANSHUI VOCTIONAL TECHNICAL INST";"CN213533821U";"2020-09-14";"B02C18/14 
B29B17/04 
B29C64/357 
B33Y30/00";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2021-06-25";"2021-06-25";"076492054";
"71";"Powder removal and recovery device for 3D printing product";"XU JINTAO 
MAO LI 
LIU JIANYE";"SHANGHAI HANBANG UNITED 3D TECH CO LTD";"CN109732086A";"2019-01-15";"B22F3/105 
B33Y40/00";"";"2019-05-10";"2019-05-10";"066364782";
"72";"Waste recovery device for ceramic laser 3D printing";"TANG BING 
ZHANG BAO";"ANHUI MINT 3D TECH CO LTD";"CN110978205A";"2019-12-22";"B28B1/00 
B28B17/00 
B28B17/02 
B33Y40/00 
B33Y40/10 
B33Y70/10";"B28B1/001 (CN) 
B28B17/0009 (CN) 
B28B17/026 (CN) 
B33Y40/00 (CN) 
B33Y70/00 (CN)";"2020-04-10";"2020-04-10";"070074504";
"73";"Environment-friendly equipment for 3D printing equipment";"WU ZHENGRONG";"ZHI BASE ELECTRONIC TECH WUHAN CO LTD";"CN210706055U";"2019-05-28";"B29C64/20 
B29C64/357 
B33Y30/00 
B33Y40/10";"";"2020-06-09";"2020-06-09";"070957948";
"74";"Recycling device for 3D printing supplies";"YAN JIAYI 
BIAN JINGBO 
CHEN ZEYING 
WANG JUN 
YIN CHAOHUI 
LIU HANYU 
ZHANG ZIHAN";"YAN JIAYI";"CN222522050U";"2024-05-15";"B29C64/35 
B29C64/357 
B33Y40/00";"";"2025-02-25";"2025-02-25";"094671921";
"75";"3D printing powder recovery equipment with excess material detection function and method";"WANG QI 
ZHANG LEI 
ZHANG YU 
LI BOJUN";"GUANGDONG GUFENG 3D TECH CO LTD";"CN117325456A";"2023-10-08";"B07B1/04 
B07B1/46 
B07B1/52 
B29C64/153 
B29C64/357 
B33Y40/00";"B07B1/04 (CN) 
B07B1/46 (CN) 
B07B1/526 (CN) 
B29C64/153 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN)";"2024-01-02";"2024-01-02";"089289926";
"76";"PCL consumable recycling device for 3D printing";"JIANG XIHAO";"UNIV JIANGXI SCI & TECHNOLOGY";"CN222309847U";"2024-05-23";"B29C64/357 
B33Y40/00";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2025-01-07";"2025-01-07";"094103499";
"77";"Nylon 3D printing post-processing device";"LUO JUN";"WUXIAN 3D QINGDAO PRINTING TECH CO LTD";"CN209395271U";"2018-12-27";"B29C64/35 
B29C64/357 
B33Y40/00";"";"2019-09-17";"2019-09-17";"067896618";
"78";"Shoe recycling and replacing method and system based on 3D printing technology";"QUE YU";"XENICING ZHEJIANG INTELLIGENT TECH CO LTD";"CN111898777A";"2020-08-31";"B29C64/10 
B33Y10/00 
G06Q10/00 
G07F7/06 
B29L31/50";"B29C64/10 (CN) 
B33Y10/00 (CN) 
G06Q10/30 (CN) 
G07F7/06 (CN) 
B29L2031/50 (CN) 
Y02W90/00 (EP)";"2020-11-06";"2020-11-06";"073224855";
"79";"Recycling method for preparing 3D printing powder consumables from waste wind power blades";"LIU ZHIGANG 
WANG YU 
REN ZEJIANG";"ZHANGJIAKOU JIANTOU NEW ENERGY CO LTD 
UNIV HEBEI ARCHITECTURE";"CN119752162A";"2025-01-07";"B33Y70/10 
C08K7/20 
C08K9/10 
C08L77/00";"";"2025-04-04";"2025-04-04";"095177139";
"80";"A Tetra package recovered PE/PLA wire used for 3D printing and a preparing method thereof";"HUANG BAOQUAN 
XU XIAORONG 
XIA XINSHU 
CHEN QINGHUA 
ZHOU WEIMING";"UNIV FUJIAN";"CN106633286A";"2016-11-29";"B33Y70/00 
C08L23/06 
C08L51/06 
C08L67/04 
C08L91/06";"B33Y70/00 (CN) 
C08L23/06 (CN) 
C08L2205/035 (CN) 
C08L2205/08 (CN) 
C08L2207/066 (CN) 
C08L2207/20 (CN) 
C08L23/06, C08L67/04, C08L51/06, C08L91/06, INV (CN)      ";"2017-05-10";"2017-05-10";"058811727";
"81";"3D printing consumable recycling device";"QIN QIPENG 
WANG WENCHANG";"CONCAVE CONVEX INTELLIGENT TECH SUZHOU LIMITED COMPANY";"CN216100455U";"2021-09-30";"B29C64/118 
B29C64/357 
B33Y30/00 
B33Y40/00";"";"2022-03-22";"2022-03-22";"080690970";
"82";"PROCEDE DE PREPARATION D’UN MATERIAU PLA CHARGE EN TEXTILE EN FIN DE VIE POUR IMPRESSION 3D";"NEVEU JEAN-MARC [FR] 
CIVIL OLIVIER [FR]";"PLAXTIL [FR]";"FR3154644A1";"2023-10-31";"B09B3/24 
B29B9/14 
B29C64/314 
B33Y70/10 
B09B101/85";"B29B17/0042 (EP) 
B29B17/0412 (EP) 
B29B7/46 (EP) 
B29B7/84 (EP) 
B29B7/90 (EP) 
B29C48/682 (EP) 
B29C48/766 (EP) 
C08L67/04 (EP) 
B29B2017/042 (EP) 
B29C2948/92704 (EP) 
B29C48/022 (EP) 
B29C48/40 (EP) 
B29K2067/046 (EP) 
B29K2105/06 (EP) 
B29K2105/26 (EP) 
B29L2031/726 (EP) 
C08L67/04, C08L67/02, INV (EP)      ";"2025-05-02";"2025-05-02";"090053709";
"83";"3D printing equipment capable of recycling remaining materials while printing";"ZHANG YING";"NANJING CANHUA OPTO-ELECTRIC EQUIPMENT CO LTD";"CN106584851A";"2016-12-30";"B29C64/20 
B29C64/35 
B29C64/357 
B33Y30/00 
B33Y40/00";"B33Y30/00 (CN) 
B33Y40/00 (CN)";"2017-04-26";"2017-04-26";"058581838";
"84";"Recycling device for 3D printing supplies";"CHEN BIN 
DUAN GEYANG 
LIU JIANGBOWEN 
FAN YIYANG";"CONVHAO DEYANG INTELLIGENT MFG LIMITED COMPANY";"CN114211752A";"2021-11-11";"B29B17/04 
B29C64/357 
B33Y40/00";"B29B17/04 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
B29B2017/044 (CN) 
Y02W30/52 (EP) 
Y02W30/62 (EP)";"2022-03-22";"2022-03-22";"080697013";
"85";"Plastic clay material for 3D printing";"QI HAIBING";"GUANGXI NANNING GUIERCHUANG ENV PROT TECH CO LTD";"CN106118117A";"2016-07-12";"B33Y70/00 
C08K11/00 
C08K13/08 
C08K3/34 
C08K5/11 
C08K5/134 
C08K7/10 
C08L1/28 
C08L101/00 
C08L3/08";"B33Y70/00 (CN) 
C08L101/00 (CN) 
C08L2205/035 (CN) 
C08L101/00, C08L3/08, C08L1/28, C08K13/08, C08K11/005, C08K7/10, C08K3/346, C08K5/1345, C08K5/11, INV (CN)      ";"2016-11-16";"2016-11-16";"057283096";
"86";"Environment-friendly 3D printing consumable recycling method";"YAO LIPENG";"JIANGSU HEZHAN INTELLIGENT TECH CO LTD";"CN116394518A 
CN116394518B";"2023-04-23";"B29B13/06 
B29B17/00 
B29B17/04 
B29C48/05 
B29C64/357 
B33Y40/00";"B29B13/06 (CN) 
B29B17/00 (CN) 
B29B17/04 (CN) 
B29C48/05 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
B29B2017/0015 (CN) 
Y02W30/62 (EP)";"2023-07-07 
2024-05-03";"2023-07-07";"087014095";
"87";"Novel laser 3D printer for printing ceramic materials and control method";"CAI ZHIXIANG 
RUAN LINGHUI 
YANG SHENG 
XIE FEI 
WANG HONGTING 
SUN ZHILONG";"WUHAN YINTAILAI LASER TECH CO LTD";"CN107471399A 
CN107471399B";"2017-09-15";"B33Y40/00 
B28B1/00 
B28B17/00 
B33Y10/00 
B33Y30/00 
B29C64/165 
B33Y40/20";"B28B1/001 (CN) 
B28B17/0081 (CN) 
B33Y10/00 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
Y02P10/25 (EP)";"2017-12-15 
2023-04-07";"2017-12-15";"060585162";
"88";"Waste recycling device for 3D printing";"HU JIN 
GONG XUE 
LIU HAO 
WANG JING 
DU DONGFANG";"SICHUAN ENGINEERING OCCUPATIONAL TECH COLLEGE";"CN114474739A 
CN114474739B";"2022-04-02";"B29C64/357 
B33Y40/00";"B29C64/357 (CN) 
B33Y40/00 (CN)";"2022-05-13 
2022-06-24";"2022-05-13";"081487314";
"89";"Recycling mechanism of 3D printer for printing sculptures";"YI MINGZHI 
ZHENG JIAN 
WANG XINQIANG";"WUHAN WENXING SCULPTURE ART CO LTD";"CN214491625U";"2020-12-09";"B28B1/00 
B29C64/357 
B33Y40/00";"";"2021-10-26";"2021-10-26";"078207849";
"90";"Portable 3D printing consumable recycling device";"WANG ANBIN 
ZHANG ENEN 
MAO HONGWEN 
ZHANG YANG";"WUHU ZHONGMENG ELECTRONIC TECH CO LTD";"CN116834283A";"2023-07-28";"B02C23/12 
B02C4/08 
B02C4/30 
B07B1/28 
B29C64/357 
B33Y40/00";"B02C23/12 (CN) 
B02C4/08 (CN) 
B02C4/30 (CN) 
B07B1/28 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN)";"2023-10-03";"2023-10-03";"088165210";
"91";"Coating scraper device and 3D printing equipment with same";"LAI YONGHUI 
MA JINGSONG 
YU QINGXIAO 
MA YUEKE 
YANG GEN";"SHANGHAI UNION TECH CORP 
ALLIANCE 3D PRINTING TECH DEVELOPMENT SHANGHAI CO LTD";"CN215033633U";"2021-02-08";"B22F12/67 
B29C64/214 
B33Y30/00";"";"2021-12-07";"2021-12-07";"079256031";
"92";"ADDITIF D'IMPRESSION 3D À BASE DE RÉSIDUS ENTIERS ET SON UTILISATION";"WU ZHENJUN [CN] 
QU SHUANGLIN [CN] 
XIE XIUQIANG [CN] 
YANG WEN [CN] 
HUANG ZHONGYUAN [CN] 
ZHANG XIAOBING [CN]";"UNIV HUNAN [CN]";"WO2024120056A1";"2022-12-06";"B33Y70/00 
C04B18/12 
C04B28/04";"C04B18/12 (CN) 
C04B28/04 (CN) 
C04B40/0046 (CN) 
B33Y70/10 (CN) 
C04B2111/00181 (CN) 
C04B2201/50 (CN) 
Y02W30/91 (EP) 
C04B28/04, C04B18/12, C04B14/06, C04B40/0046, C04B22/126, C04B24/38, INV (CN)       
C04B40/0046, C04B16/02, C04B24/2658, C04B24/2641, INV (CN)      ";"2024-06-13";"2023-01-03";"084770793";
"93";"BUILD MATERIAL RECYCLING SYSTEM OF A THREE-DIMENSIONAL (3D) PRINTER";"WINBURNE ROBERT LAWRENCE [US] 
WEST RANDALL [US] 
WANG NICHOLAS [US] 
SOSNOWSKI LUKE P [US]";"HEWLETT PACKARD DEVELOPMENT CO [US]";"US11225024B2 
US2019202128A1";"2017-07-20";"B29C31/02 
B29C64/25 
B29C64/307 
B29C64/357 
B33Y40/00";"B22F10/73 (EP,US) 
B22F12/30 (EP,US) 
B29C31/02 (US) 
B29C64/25 (US) 
B29C64/255 (EP) 
B29C64/307 (US) 
B29C64/357 (EP,US) 
B33Y30/00 (EP) 
B33Y40/00 (EP,US) 
B33Y40/20 (EP) 
B22F10/28 (EP,US) 
B22F12/52 (EP,US) 
B22F2999/00 (EP) 
B29C64/153 (EP) 
B29C64/307 (EP) 
B33Y10/00 (EP) 
Y02P10/25 (EP) 
B22F2999/00, B22F1/145, B22F10/70, B22F1/142, ADD (EP,US)      ";"2019-07-04 
2022-01-18";"2019-01-24";"065015733";
"94";"Waste injection molding model crushing and recycling device for 3D printing";"LIN PING";"UNIV JILIANG CHINA";"CN106426652A 
CN106426652B";"2016-09-28";"B02C1/14 
B29B17/04";"B02C1/14 (CN) 
B29B17/04 (CN) 
B29B2017/0488 (CN) 
Y02W30/52 (EP) 
Y02W30/62 (EP)";"2017-02-22 
2019-01-01";"2017-02-22";"058170524";
"95";"Recycling of waste plastic utilizes 3D printer";"WU DONG";"ZHOUSHAN CHUANGZHI MODEL AIRCRAFT TECH CO LTD";"CN205705331U";"2016-05-09";"B29C67/00 
B33Y30/00 
B33Y40/00";"";"2016-11-23";"2016-11-23";"057303308";
"96";"PROCÉDÉ DE RETRAITEMENT DESTINÉ À L'AUGMENTATION DE LA RÉSISTANCE À CHAUD D'UNE PIÈCE MOULÉE RÉALISÉE AVEC UN MATÉRIAU PULVÉRULENT ET UN LIANT, UN ENSEMBLE D'IMPRESSION 3D ET UNE PIÈCE MOULÉE";"LEINAUER THOMAS [DE] 
HUBER LISA [DE] 
CONNOR ALEXANDER [DE] 
HAUCK CHRISTOPH [DE] 
BEDNARZ MARTIN [DE]";"EXONE GMBH [DE]";"WO2018215113A1";"2017-05-23";"B22C1/16 
B22C1/18 
B22C9/12";"B22C1/162 (EP,US) 
B22C1/18 (US) 
B22C1/188 (EP) 
B22C9/123 (EP,US) 
B28B1/001 (US) 
B28B11/241 (US) 
B33Y10/00 (EP,US) 
B33Y30/00 (EP) 
B33Y70/00 (US) 
C04B28/26 (EP) 
B33Y80/00 (US) 
C04B2111/00181 (EP) 
C04B2111/00905 (EP) 
C04B28/26, C04B14/04, C04B14/041, C04B14/06, C04B14/303, C04B14/306, C04B14/307, C04B40/0263, C04B40/0277, INV (EP)      ";"2018-11-29";"2018-11-29";"061913122";
"97";"3D printing garbage environmentally-friendly type treatment device";"YANG WEIFENG 
MAO XIAOGANG 
LI ZHIMENG 
LUO JINLING";"QUANZHOU FENGZE BENHONG MACHINERY TECH CO LTD";"CN109910204A";"2019-03-08";"B29B17/04";"Y02W30/62 (EP)";"2019-06-21";"2019-06-21";"066963968";
"98";"Novel plastic material for 3D printing";"QIN YANGHUA";"NANNING MENGHUAN SANTI ENV PROT TECH CO LTD";"CN106566271A";"2016-11-11";"B33Y70/00 
C08K5/07 
C08L101/00 
C08L3/04 
C08L91/00";"B33Y70/00 (CN) 
C08L101/00 (CN) 
C08L2205/035 (CN) 
C08L2205/08 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L3/04, C08L91/00, C08K5/07, INV (CN)      ";"2017-04-19";"2017-04-19";"058541465";
"99";"SYSTÈMES ET PROCÉDÉS D'IMPRESSION TRIDIMENSIONNELLE (3D) VOLUMÉTRIQUE À HAUT DÉBIT";"ARNDT ERIC [US] 
SANDERS SAMUEL [US]";"QUADRATIC 3D INC [US]";"WO2023003820A1";"2021-07-19";"B29C64/124 
B29C64/129 
B29C64/277 
B33Y10/00 
B33Y30/00 
B33Y40/00 
B29C64/135 
B29C64/282";"B29C64/129 (US) 
B29C64/282 (US) 
B33Y10/00 (US) 
B33Y70/00 (EP,US) 
C08F2/50 (EP) 
C08F220/343 (US) 
C09D133/14 (US) 
C09D4/00 (US) 
G03F7/0037 (EP) 
G03F7/027 (EP) 
G03F7/029 (EP) 
G03F7/031 (EP) 
B29C64/124 (EP) 
B29K2033/08 (US) 
B29K2075/00 (US) 
B29K2105/0085 (US) 
B33Y10/00 (EP)";"2023-01-26";"2023-01-26";"084979514";
"100";"3D print automatically output mechanism";"WANG YUNGAN 
HU WENGAO";"KUNSHAN BORIMY 3D PRINTING TECH CO LTD";"CN207242884U";"2017-08-08";"B65G47/74";"";"2018-04-17";"2018-04-17";"061879239";
"101";"3D printer excess material recycling device";"ZHANG HUI 
WANG JING";"BEIJING RUIHAI 3D TECH CO LTD";"CN210940483U";"2019-07-24";"B01D33/03 
B29C64/357 
B33Y40/20";"";"2020-07-07";"2020-07-07";"071391018";
"102";"Rapid cleaning and recycling device for 3D printing resin materials";"LIU YULONG 
LIU JIMIN 
WANG KAI";"QINGDAO LANXIN MEDICAL TECH CO LTD";"CN106515012A 
CN106515012B";"2016-12-28";"B29C64/124 
B29C64/35 
B29C64/357 
B33Y30/00";"B33Y30/00 (CN)";"2017-03-22 
2018-08-07";"2017-03-22";"058338917";
"103";"3D-PRINTING METHODS AND SYSTEMS";"GARRA PATXI [ES] 
CAMPOS BELLOSTAS LAURA [ES] 
VICENÇ I ROMAGUERA MARIONA [ES] 
FAGGI ENRICO [ES]";"BOSTIK SA [FR]";"US2024083104A1";"2021-01-19";"B29B17/02 
B29C64/124 
B33Y10/00 
B33Y70/00";"B29B17/02 (US) 
B29C64/124 (EP,US) 
B29C64/135 (EP) 
B33Y10/00 (EP,US) 
B33Y70/00 (EP,US) 
G03F7/0037 (EP) 
G03F7/027 (EP) 
G03F7/40 (EP) 
B29B2017/0293 (US) 
B29K2033/04 (US) 
G03F7/325 (EP)";"2024-03-14";"2022-07-20";"074505153";
"104";"Waste alcohol filtering and recycling device for photosensitive resin 3D printing";"LI QING 
LIU ZHIWEI 
CHEN YUNLAI 
CHEN GANG 
YANG SHUAI";"SHANGHAI JINGXIE THREE DIMENSIONAL TECH CO LTD";"CN209865508U";"2019-03-11";"B01D36/02";"";"2019-12-31";"2019-12-31";"068954535";
"105";"Intelligent recycling device for metal 3D printing powder";"JIN CHAONING 
YUAN LEI 
YANG GUANG";"NANCHANG YANCHANG ELECTROMECHANICAL TECH CO LTD";"CN213857068U";"2020-12-15";"B22F1/00 
B22F10/73 
B22F12/00 
B33Y40/00";"";"2021-08-03";"2021-08-03";"077068133";
"106";"Biomass wood-plastic composite material for 3D (three-dimensional) printing and preparation method for biomass wood-plastic composite material";"CAI JIANCHEN 
WANG SHIJIAN 
ZHOU ZHAOZHONG 
JIANG JINYUN";"UNIV QUZHOU 
FUJIAN AGAIN WOOD PLASTIC COMPOSITE CO LTD";"CN104356618A 
CN104356618B";"2014-10-29";"B29C48/92 
C08K13/04 
C08K5/10 
C08K7/22 
C08L1/02 
C08L23/06 
C08L51/08 
C08L67/02 
C08L67/04 
C08L97/02";"";"2015-02-18 
2016-01-06";"2015-02-18";"052523940";
"107";"Device for recycling metal 3D printing metal powder";"LYU ZHONGLI 
WEN WUHAN 
WANG TIANTIAN";"SHANDONG CHARMRAY LASER TECH CO LTD";"CN210587160U";"2019-08-23";"B22F10/73 
B22F12/70 
B33Y40/00";"";"2020-05-22";"2020-05-22";"070701852";
"108";"Plastic material for 3D (Three-dimensional) printing";"QIN YANGHUA 
HUANG LIJIE";"NANNING MENGHUAN SANTI ENV PROT TECH CO LTD";"CN106566273A";"2016-11-11";"B33Y70/00 
C08B31/00 
C08K13/02 
C08K3/16 
C08K5/11 
C08K5/1535 
C08L101/00 
C08L3/04";"B33Y70/00 (CN) 
C08B31/003 (CN) 
C08L101/00 (CN) 
C08L101/00, C08L3/04, C08K13/02, C08K5/11, C08K5/1535, C08K2003/164, INV (CN)      ";"2017-04-19";"2017-04-19";"058541398";
"109";"Environment-friendly-3D-printing-plastic-material preparing method";"QIN YANGHUA 
QIN YANGRONG";"GUANGXI ZHUMENG SANTI TECH CO LTD";"CN106497125A";"2016-11-11";"B29B9/06 
B33Y10/00 
B33Y70/00 
C08K13/02 
C08K5/103 
C08K5/11 
C08K5/1515 
C08K5/20 
C08L101/00 
C08L3/02";"B29B9/06 (CN) 
B33Y10/00 (CN) 
B33Y70/00 (CN) 
C08L101/00 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L3/02, C08K13/02, C08K5/11, C08K5/103, C08K5/20, C08K5/1515, INV (CN)      ";"2017-03-15";"2017-03-15";"058323602";
"110";"Consumable recovery device for 3d printing";"WANG JUN 
LIANG WEI 
ZUO QUANSHAN";"HEFEI XINSHAN HANGYU 3D TECH CO LTD";"CN211641012U";"2020-02-18";"B29C64/357 
B33Y40/20";"";"2020-10-09";"2020-10-09";"072684693";
"111";"Metal powder cleaning and recycling device for 3D printing";"WANG ANBIN 
ZHANG YANG 
MAO HONGWEN 
ZHANG ENEN";"WUHU ZHONGMENG ELECTRONIC TECH CO LTD";"CN117047137A";"2023-07-28";"B22F12/00 
B33Y30/00";"B22F12/00 (CN) 
B33Y30/00 (CN) 
Y02P10/25 (EP)";"2023-11-14";"2023-11-14";"088654457";
